BABEL - UGR	9	1,1,0,1	1
UCO	9	1,0,0,2	1
COMILLAS A	8	1,1,1,0	1
CUCEA	8	1,1,1,0	1
FINANZAS	8	1,1,0,1	1
ITESM CEM C	8	1,0,0,2	1
PUCP D	8	0,1,1,1	1
AMCUDE B	7	0,1,1,1	1
COMILLAS B	7	1,1,0,1	1
ITESM CEM B	7	0,1,1,1	1
JAVERIANA A	7	1,0,1,1	1
SICODI	7	0,1,1,1	1
UAM	7	1,1,0,1	1
UCAM	7	0,1,1,1	1
UNIANDES B	7	1,0,1,1	1
UNIANDES C	7	1,1,1,0	1
ANTIOQUIA B	6	0,1,1,1	1
CANOVAS A	6	0,1,1,1	1
CUCSH C	6	1,1,0,1	1
DENVER	6	0,1,1,1	1
ITAM B	6	0,1,1,1	1
LIBRE A	6	1,1,1,0	1
MURCIA	6	0,1,1,1	1
PUCC A	6	1,1,1,0	1
PUCP B	6	1,1,0,1	1
ROSARIO A	6	0,1,1,1	1
ROSARIO D	6	1,0,1,1	1
ROSARIO F	6	0,1,1,1	1
ROSARIO H	6	0,2,0,1	1
UNAL A	6	1,0,1,1	1
UNIANDES A	6	1,1,1,0	1
UNMSM B	6	1,1,0,1	1
USFQ A	6	0,1,1,1	1
VITORIA B	6	1,0,1,1	1
VITORIA C	6	0,1,1,1	1
COMPLUTENSE	5	1,1,0,1	1
CUCSH A	5	1,0,1,1	1
CUCSH B	5	1,1,1,0	1
ITAM A	5	0,1,1,1	1
LIBRE C	5	1,0,1,1	1
LOYOLA	5	1,1,0,1	1
PUCMM	5	0,1,1,1	1
PUCP A	5	1,1,1,0	1
ROSARIO B	5	1,1,1,0	1
ROSARIO E	5	1,1,0,1	1
ROSARIO G	5	1,1,1,0	1
UFM B	5	1,1,1,0	1
UNAL B	5	0,1,1,1	1
UNIANDES E	5	1,0,1,1	1
UNMSM A	5	1,1,0,1	1
UP	5	1,0,1,1	1
UPES	5	1,1,0,1	1
VIRTUAL	5	1,1,0,1	1
VITORIA A	5	0,0,1,2	1
ANTIOQUIA A	4	1,0,1,1	1
ANTIOQUIA C	4	1,1,1,0	1
CANOVAS B	4	0,1,1,1	1
CORNELL A	4	0,1,1,1	1
ITESM CEM A	4	1,1,1,0	1
JAVERIANA B	4	1,1,1,0	1
LIBRE B	4	1,1,0,1	1
MANIZALES	4	1,1,0,1	1
OCCASSIO A	4	1,0,1,1	1
ROSARIO C	4	0,1,1,1	1
UCV	4	1,0,1,1	1
UFM A	4	1,0,1,1	1
UMCE A	4	1,2,0,0	1
UNAL C	4	1,0,1,1	1
UNAL D	4	1,0,2,0	1
UNIANDES D	4	1,1,0,1	1
UNIANDES F	4	1,1,1,0	1
UNMSM C	4	1,1,1,0	1
USMA B	4	1,0,1,1	1
UVG	4	2,0,1,0	1
AMCUDE A	3	1,1,1,0	1
CORNELL B	3	0,0,1,2	1
ESAN	3	1,1,0,1	1
ITAM C	3	0,1,1,1	1
ITESM Toluca C	3	1,1,0,1	1
PANAMA B	3	1,0,1,1	1
PANAMA C	3	1,1,0,1	1
PUCP C	3	1,1,0,1	1
UCR	3	1,0,1,1	1
UMCE B	3	1,0,1,1	1
UNIANDES G	3	1,0,2,0	1
UPB A	3	1,1,1,0	1
UPB B	3	1,1,1,0	1
USAC	3	0,1,1,1	1
USFQ B	3	1,0,1,1	1
USMA D	3	1,1,0,1	1
USMA F	3	1,1,0,1	1
CALPOLY	2	0,1,1,1	1
EXTERNADO	2	1,1,1,0	1
SEMS	2	2,1,0,0	1
SWING A	2	1,1,1,0	0
ULACIT	2	0,1,1,1	1
USFQ C	2	1,0,1,1	1
USMA A	2	0,1,1,1	1
USMA C	2	0,1,1,1	1
USMA E	2	2,0,1,0	1
ZACATECAS	2	2,1,0,0	1
COLGATE	1	2,1,0,0	1
ITESM Toluca B	1	0,1,1,1	1
OCCASIO B	1	1,1,1,0	1
PANAMA A	1	1,0,1,1	1
UABC	1	0,1,1,1	1
ITESM Toluca A	0	0,1,1,1	1
SWING B	0	0,0,0,0	0
SWING C	0	0,0,0,0	1
SWING D	0	1,1,1,0	1
