Harvard BD	9	1,0,1,1	1
Stanford EL	9	1,1,0,1	1
Bates SGD	8	1,1,1,0	1
Columbia TS	8	1,1,1,0	1
George Washington SV	8	1,0,1,1	1
Harvard HB	8	1,1,0,1	1
Princeton WA	8	1,1,0,1	1
Swarthmore DH	8	1,1,0,1	1
Swarthmore MP	8	1,1,0,1	1
Tufts CS	8	1,1,0,1	1
Tufts SL	8	0,1,1,1	1
Alaska EE	7	1,0,1,1	1
Alaska OS	7	0,1,1,1	1
Bates HL	7	0,1,1,1	1
Brown SQ	7	0,1,1,1	1
Carleton GA	7	0,1,1,1	1
Columbia/Boston IP	7	1,1,0,1	1
Cornell RL	7	0,1,1,1	1
Denver MP	7	1,1,0,1	1
George Washington BW	7	1,1,0,1	1
Harvard CY	7	1,1,0,1	1
Hawaii DH	7	1,0,1,1	1
McGill HA	7	0,1,1,1	1
Rochester AT	7	1,1,0,1	1
Rochester KP	7	1,1,0,1	1
Sodales HN	7	1,1,0,1	1
Swarthmore SW	7	0,1,1,1	1
Vermont OS	7	0,1,1,1	1
American MO	6	0,1,1,1	1
Amherst CS	6	0,1,1,1	1
Brown CT	6	1,1,0,1	1
Clemson SS	6	1,0,1,1	1
Colgate AF	6	1,1,0,1	1
Cornell BB	6	0,1,1,1	1
Cornell LB	6	1,1,0,1	1
Cornell SJ	6	1,1,0,1	1
Cornell YL	6	0,1,1,1	1
Denver MF	6	0,1,1,1	1
Duke GS	6	1,1,0,1	1
HWS MN	6	1,1,1,0	1
Hart House GL	6	1,1,0,1	1
Harvard CZ	6	0,1,1,1	1
Harvard HW	6	1,1,0,1	1
Hawaii BG	6	1,0,1,1	1
King's CL	6	1,0,1,1	1
McGill WA	6	1,1,1,0	1
Northeastern SZ	6	1,1,0,1	1
Penn JT	6	0,1,1,1	1
Queen's DP	6	1,0,1,1	1
Rochester FM	6	1,1,0,1	1
Stanford AF	6	1,1,1,0	1
Stanford AS	6	1,0,1,1	1
Stanford KW	6	1,0,1,1	1
Swarthmore HJ	6	1,1,1,0	1
Vermont GT	6	1,1,1,0	1
Vermont HT	6	1,1,1,0	1
Amherst/Penn JL	5	1,1,1,0	1
Bard BC	5	0,1,1,1	1
Bard RS	5	1,0,1,1	1
Bates HM	5	1,0,1,1	1
Bates WM	5	1,1,0,1	1
Berkeley WS	5	0,1,1,1	1
Brown GH	5	0,1,1,1	1
Brown GS	5	0,1,1,1	1
Clemson KS	5	1,1,0,1	1
Columbia DE	5	0,1,1,1	1
Duke FM	5	0,1,1,1	1
