EDINBURGH A	9	0,1,1,1	1
HARVARD A	9	1,0,1,1	1
OXFORD A	9	1,1,0,1	1
TEL AVIV A	9	1,1,0,1	1
TEL AVIV B	9	1,1,0,1	1
ALASKA A	8	1,1,0,1	1
BERKELEY A	8	1,0,1,1	1
CAMBRIDGE B	8	1,0,1,1	1
DURHAM A	8	1,1,0,1	1
HEBREW A	8	1,1,1,0	1
MACQUARIE A	8	1,0,1,1	1
MUNICH A	8	1,0,1,1	1
STANFORD B	8	1,1,1,0	1
STANFORD C	8	0,1,1,1	1
UNSW A	8	1,0,1,1	1
UOW A	8	1,1,0,1	1
USU B	8	1,1,0,1	1
UWA A	8	0,0,2,1	1
YALE C	8	1,0,1,1	1
ATENEO A	7	1,0,1,1	1
BUDS A	7	0,1,1,1	1
CAMBRIDGE A	7	1,1,0,1	1
CAPE TOWN B	7	1,0,1,1	1
CHICAGO A	7	1,1,1,0	1
CUNY A	7	1,0,1,1	1
DUKE C	7	1,0,1,1	1
HART HOUSE B	7	1,1,1,0	1
HARVARD B	7	0,1,1,1	1
HARVARD D	7	1,1,1,0	1
MCGILL A	7	1,1,0,1	1
MDU A	7	1,0,0,2	1
OXFORD B	7	0,1,1,1	1
OXFORD C	7	1,0,1,1	1
PRINCETON A	7	1,1,0,1	1
QUT A	7	1,1,0,1	1
ST ANDREWS A	7	1,1,0,1	1
STANFORD A	7	0,1,1,1	1
STANFORD D	7	1,0,1,1	1
TCD PHIL A	7	1,1,1,0	1
UBC A	7	1,1,1,0	1
UCD L&H A	7	1,1,0,1	1
UNSW C	7	0,1,1,1	1
UQ A	7	1,1,0,1	1
USU A	7	1,0,1,1	1
USU C	7	0,1,1,1	1
WITS A	7	1,0,1,1	1
YALE A	7	1,0,1,1	1
YALE B	7	1,1,1,0	1
YALE D	7	1,0,1,1	1
ALASKA B	6	1,1,1,0	1
ANU A	6	1,1,1,0	1
AU A	6	0,1,1,1	1
BATES B	6	0,1,1,1	1
BELGRADE A	6	1,0,1,1	1
BERLIN A	6	1,0,1,1	1
BRANDEIS Z	6	1,0,1,1	1
BROWN A	6	1,0,1,1	1
BROWN B	6	0,1,1,1	1
CORNELL A	6	1,1,1,0	1
CORNELL B	6	0,1,1,1	1
CORRIENTE A	6	0,1,1,1	1
DURHAM B	6	1,1,1,0	1
GUU C	6	1,1,1,0	1
GW B	6	1,1,0,1	1
HART HOUSE A	6	1,1,0,1	1
HARVARD C	6	1,0,1,1	1
HELSINKI A	6	0,1,1,1	1
HOPKINS A	6	1,1,0,1	1
IBA-DU A	6	1,0,1,1	1
IIUM B	6	0,1,1,1	1
ITS A	6	0,1,1,1	1
LSE A	6	1,0,1,1	1
MIDDLEBURY A	6	1,1,1,0	1
MONTREAL A	6	0,1,1,1	1
MOREHOUSE B	6	0,1,1,1	1
NU A	6	0,1,1,1	1
NUIG A	6	1,1,1,0	1
PENN A	6	1,1,0,1	1
PRINCETON B	6	1,1,0,1	1
QDU A	6	1,1,1,0	1
QDU B	6	1,1,1,0	1
QDU C	6	1,1,1,0	1
SWARTHMORE A	6	1,1,1,0	1
SWARTHMORE B	6	1,1,1,0	1
TCD HIST A	6	1,1,1,0	1
TUFTS A	6	1,1,1,0	1
UADS B	6	1,0,1,1	1
UCC PHIL A	6	1,1,0,1	1
UCL A	6	1,1,0,1	1
UGM A	6	1,1,1,0	1
UNSW B	6	1,1,1,0	1
